Source;Target;Weight;Label1;Label2
1613;313;10.284471477417233;Tokyo Fist (1995);Titanic (1997)
1657;313;10.284471477417233;Target (1995);Titanic (1997)
1680;313;10.284471477417233;Sliding Doors (1998);Titanic (1997)
1515;50;10.194497976629942;Wings of Courage (1995);Star Wars (1977)
1559;313;10.190495793559897;Hostile Intentions (1994);Titanic (1997)
1526;313;10.190495793559897;Witness (1985);Titanic (1997)
1586;313;10.190495793559897;Lashou shentan (1992);Titanic (1997)
711;313;10.160577987202474;Substance of Fire, The (1996);Titanic (1997)
1309;313;10.160577987202474;Very Natural Thing, A (1974);Titanic (1997)
1310;313;10.160577987202474;Walk in the Sun, A (1945);Titanic (1997)
1682;313;10.160577987202474;Scream of Stone (Schrei aus Stein) (1991);Titanic (1997)
1364;313;10.160577987202473;Bird of Prey (1996);Titanic (1997)
599;313;10.160577987202473;Police Story 4: Project S (Chao ji ji hua) (1993);Titanic (1997)
1414;313;10.160577987202473;Coldblooded (1995);Titanic (1997)
1563;313;10.160577987202473;Promise, The (Versprechen, Das) (1994);Titanic (1997)
1580;313;10.160577987202473;Liebelei (1933);Titanic (1997)
1236;313;10.160577987202473;Other Voices, Other Rooms (1997);Titanic (1997)
1320;313;10.160577987202473;Homage (1995);Titanic (1997)
1325;313;10.160577987202473;August (1996);Titanic (1997)
1329;313;10.160577987202473;Low Life, The (1994);Titanic (1997)
1340;313;10.160577987202473;Crude Oasis, The (1995);Titanic (1997)
1341;313;10.160577987202473;Hedd Wyn (1992);Titanic (1997)
1343;313;10.160577987202473;Lotto Land (1995);Titanic (1997)
1348;313;10.160577987202473;Every Other Weekend (1990);Titanic (1997)
1352;313;10.160577987202473;Shadow of Angels (Schatten der Engel) (1976);Titanic (1997)
1447;313;10.160577987202473;Century (1993);Titanic (1997)
1486;313;10.160577987202473;Girl in the Cadillac (1995);Titanic (1997)
1493;313;10.160577987202473;Modern Affair, A (1995);Titanic (1997)
1533;313;10.160577987202473;I Don't Want to Talk About It (De eso no se habla) (1993);Titanic (1997)
1536;313;10.160577987202473;Aiqing wansui (1994);Titanic (1997)
1543;313;10.160577987202473;Johns (1996);Titanic (1997)
1546;313;10.160577987202473;Shadows (Cienie) (1988);Titanic (1997)
1564;313;10.160577987202473;To Cross the Rubicon (1991);Titanic (1997)
1565;313;10.160577987202473;Daens (1992);Titanic (1997)
1566;313;10.160577987202473;Man from Down Under, The (1943);Titanic (1997)
1571;313;10.160577987202473;Touki Bouki (Journey of the Hyena) (1973);Titanic (1997)
1572;313;10.160577987202473;Wend Kuuni (God's Gift) (1982);Titanic (1997)
1575;313;10.160577987202473;I, Worst of All (Yo, la peor de todas) (1990);Titanic (1997)
1577;313;10.160577987202473;Death in the Garden (Mort en ce jardin, La) (1956);Titanic (1997)
1583;313;10.160577987202473;Invitation, The (Zaproszenie) (1986);Titanic (1997)
1584;313;10.160577987202473;Symphonie pastorale, La (1946);Titanic (1997)
1599;313;10.160577987202473;Someone Else's America (1995);Titanic (1997)
1603;313;10.160577987202473;Angela (1995);Titanic (1997)
1616;313;10.160577987202473;Desert Winds (1995);Titanic (1997)
1619;313;10.160577987202473;All Things Fair (1996);Titanic (1997)
1630;313;10.160577987202473;Silence of the Palace, The (Saimt el Qusur) (1994);Titanic (1997)
1634;313;10.160577987202473;Etz Hadomim Tafus (Under the Domin Tree) (1994);Titanic (1997)
1635;313;10.160577987202473;Two Friends (1986) ;Titanic (1997)
1636;313;10.160577987202473;Brothers in Trouble (1995);Titanic (1997)
1637;313;10.160577987202473;Girls Town (1996);Titanic (1997)
1640;313;10.160577987202473;Eighth Day, The (1996);Titanic (1997)
1645;313;10.160577987202473;Butcher Boy, The (1998);Titanic (1997)
1648;313;10.160577987202473;Niagara, Niagara (1997);Titanic (1997)
1650;313;10.160577987202473;Butcher Boy, The (1998);Titanic (1997)
1653;313;10.160577987202473;Entertaining Angels: The Dorothy Day Story (1996);Titanic (1997)
1660;313;10.160577987202473;Small Faces (1995);Titanic (1997)
1661;313;10.160577987202473;New Age, The (1994);Titanic (1997)
1665;313;10.160577987202473;Brother's Kiss, A (1997);Titanic (1997)
1666;313;10.160577987202473;Ripe (1996);Titanic (1997)
1667;313;10.160577987202473;Next Step, The (1995);Titanic (1997)
1671;313;10.160577987202473;Further Gesture, A (1996);Titanic (1997)
1674;313;10.160577987202473;Mamma Roma (1962);Titanic (1997)
1675;313;10.160577987202473;Sunchaser, The (1996);Titanic (1997)
1676;313;10.160577987202473;War at Home, The (1996);Titanic (1997)
