Source,Target,Weight,Label1,Label2
1,7,0.2979851537645811,Toy Story (1995),Twelve Monkeys (1995)
1,9,0.21314952279957583,Toy Story (1995),Dead Man Walking (1995)
1,15,0.23435843054082714,Toy Story (1995),Mr. Holland's Opus (1995)
1,22,0.2067868504772004,Toy Story (1995),Braveheart (1995)
1,25,0.23647932131495228,Toy Story (1995),"Birdcage, The (1996)"
1,50,0.40402969247083775,Toy Story (1995),Star Wars (1977)
1,56,0.2576882290562036,Toy Story (1995),Pulp Fiction (1994)
1,69,0.23966065747614,Toy Story (1995),Forrest Gump (1994)
1,79,0.24390243902439024,Toy Story (1995),"Fugitive, The (1993)"
1,96,0.21951219512195122,Toy Story (1995),Terminator 2: Judgment Day (1991)
1,98,0.25874867444326616,Toy Story (1995),"Silence of the Lambs, The (1991)"
1,100,0.344644750795334,Toy Story (1995),Fargo (1996)
1,117,0.3064687168610817,Toy Story (1995),"Rock, The (1996)"
1,118,0.2449628844114528,Toy Story (1995),Twister (1996)
1,121,0.3329798515376458,Toy Story (1995),Independence Day (ID4) (1996)
1,127,0.26617179215270415,Toy Story (1995),"Godfather, The (1972)"
1,151,0.2757158006362672,Toy Story (1995),Willy Wonka and the Chocolate Factory (1971)
1,168,0.2301166489925769,Toy Story (1995),Monty Python and the Holy Grail (1974)
1,172,0.2598091198303287,Toy Story (1995),"Empire Strikes Back, The (1980)"
1,173,0.23117709437963946,Toy Story (1995),"Princess Bride, The (1987)"
1,174,0.28950159066808057,Toy Story (1995),Raiders of the Lost Ark (1981)
1,181,0.3605514316012725,Toy Story (1995),Return of the Jedi (1983)
1,183,0.20784729586426298,Toy Story (1995),Alien (1979)
1,195,0.22163308589607636,Toy Story (1995),"Terminator, The (1984)"
1,204,0.2523860021208908,Toy Story (1995),Back to the Future (1985)
1,210,0.23647932131495228,Toy Story (1995),Indiana Jones and the Last Crusade (1989)
1,216,0.20254506892895016,Toy Story (1995),When Harry Met Sally... (1989)
1,222,0.2831389183457052,Toy Story (1995),Star Trek: First Contact (1996)
1,237,0.2863202545068929,Toy Story (1995),Jerry Maguire (1996)
1,257,0.23753976670201485,Toy Story (1995),Men in Black (1997)
1,258,0.26935312831389185,Toy Story (1995),Contact (1997)
1,269,0.13467656415694593,Toy Story (1995),"Full Monty, The (1997)"
1,276,0.2110286320254507,Toy Story (1995),Leaving Las Vegas (1995)
1,286,0.2142099681866384,Toy Story (1995),"English Patient, The (1996)"
1,288,0.23435843054082714,Toy Story (1995),Scream (1996)
