Source,Target,Weigh,Label1,Label2
1653;269;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);Full Monty, The (1997)
1653;303;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);Ulee's Gold (1997)
1653;306;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);Mrs. Brown (Her Majesty, Mrs. Brown) (1997)
1653;318;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);Schindler's List (1993)
1653;427;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);To Kill a Mockingbird (1962)
1653;463;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);Secret of Roan Inish, The (1994)
1653;509;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);My Left Foot (1989)
1653;531;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);Shine (1996)
1653;650;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);Seventh Seal, The (Sjunde inseglet, Det) (1957)
1653;896;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);Sweet Hereafter, The (1997)
1653;1628;0.7352941176470589;Entertaining Angels: The Dorothy Day Story (1996);Lamerica (1994)
1653;86;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);Remains of the Day, The (1993)
1653;242;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);Kolya (1996)
1653;286;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);English Patient, The (1996)
1653;305;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);Ice Storm, The (1997)
1653;344;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);Apostle, The (1997)
1653;347;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);Wag the Dog (1997)
1653;750;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);Amistad (1997)
1653;874;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);Career Girls (1997)
1653;900;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);Kundun (1997)
1653;1007;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);Waiting for Guffman (1996)
1653;1101;0.5882352941176471;Entertaining Angels: The Dorothy Day Story (1996);Six Degrees of Separation (1993)
1191;886;0.573155124118613;Letter From Death Row, A (1998);Life Less Ordinary, A (1997)
1191;904;0.5602240896358543;Letter From Death Row, A (1998);Ma vie en rose (My Life in Pink) (1997)
1357;1152;0.4749368223689574;For the Moment (1994);In Love and War (1996)
1191;690;0.4654206510190283;Letter From Death Row, A (1998);Seven Years in Tibet (1997)
1357;934;0.461518708730741;For the Moment (1994);Preacher's Wife, The (1996)
1293;313;0.4611151641928521;Star Kid (1997);Titanic (1997)
1293;340;0.4611151641928521;Star Kid (1997);Boogie Nights (1997)
1293;336;0.4574243490499649;Star Kid (1997);Playing God (1997)
1293;346;0.44239207862835106;Star Kid (1997);Jackie Brown (1997)
1653;244;0.4411764705882353;Entertaining Angels: The Dorothy Day Story (1996);Smilla's Sense of Snow (1997)
1653;258;0.4411764705882353;Entertaining Angels: The Dorothy Day Story (1996);Contact (1997)
1653;272;0.4411764705882353;Entertaining Angels: The Dorothy Day Story (1996);Good Will Hunting (1997)
1653;311;0.4411764705882353;Entertaining Angels: The Dorothy Day Story (1996);Wings of the Dove, The (1997)
1342;100;0.43823088455772113;Convent, The (Convento, O) (1995);Fargo (1996)
1342;285;0.4370814592703648;Convent, The (Convento, O) (1995);Secrets & Lies (1996)
1342;1381;0.4370814592703648;Convent, The (Convento, O) (1995);Losing Chase (1996)
1342;6;0.4359320339830085;Convent, The (Convento, O) (1995);Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
1342;93;0.4359320339830085;Convent, The (Convento, O) (1995);Welcome to the Dollhouse (1995)
1342;268;0.4359320339830085;Convent, The (Convento, O) (1995);Chasing Amy (1997)
1342;246;0.43478260869565216;Convent, The (Convento, O) (1995);Chasing Amy (1997)
1175;288;0.4286132159083976;Hugo Pool (1997);Scream (1996)
1357;275;0.4189655172413793;For the Moment (1994);Sense and Sensibility (1995)
1191;326;0.4183771209633279;Letter From Death Row, A (1998);G.I. Jane (1997)
1357;305;0.4181992337164751;For the Moment (1994);Ice Storm, The (1997)
1357;740;0.4181992337164751;For the Moment (1994);Jane Eyre (1996)
1357;268;0.4174329501915709;For the Moment (1994);Chasing Amy (1997)
1357;306;0.4174329501915709;For the Moment (1994);Mrs. Brown (Her Majesty, Mrs. Brown) (1997)
1357;331;0.4174329501915709;For the Moment (1994);Edge, The (1997)
